entity_id,workspace_id,policy_family_id,policy_version_real,y,date_reference,decisao,historical_decision,score1,score2,x1,x2,x3,x4,x5,x6,x7,x8,w1,w2,z1,z2,z3,z4,indicador_potencial1,indicador_potencial2,credit_score,number_of_protests,recent_income_stability,debt_ratio,ticket_value,profit_value,defaulted,churned,segment
7955,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240524,approve,approve,757,701,0,0,0,0,1,0,0,0,2,1,0,0,0,0,41.23,61.01,741,2,0.6556,0.0534,3507.42,161.12,0,0,prime
7956,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240328,approve,approve,482,632,0,0,0,0,0,0,0,0,1,2,0,0,0,0,48.24,53.14,524,1,0.7221,0.0488,3672.52,181.0,0,0,watchlist
7957,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240421,reject,reject,31,327,0,1,0,1,0,0,1,0,4,4,0,1,0,0,11.42,24.41,114,4,0.1466,0.9261,2516.73,0.0,1,0,watchlist
7958,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240428,approve,approve,462,398,0,0,0,0,0,0,0,0,1,3,0,0,0,0,68.58,26.72,444,1,0.687,0.1468,5127.94,208.15,0,0,watchlist
7959,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241128,approve,approve,574,643,0,0,0,0,0,0,0,0,4,1,0,0,0,0,43.11,59.13,593,4,0.8874,0.2042,4148.59,117.13,0,0,near-prime
7960,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240719,approve,approve,676,584,0,0,0,0,1,0,0,0,2,7,0,0,0,0,25.92,76.64,650,2,0.8259,0.0813,3622.2,153.79,0,0,standard
7961,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240810,approve,approve,665,443,1,1,0,1,0,1,1,0,3,3,0,0,0,0,17.98,49.52,603,3,0.4857,0.5542,3198.25,11.82,1,1,near-prime
7962,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240807,approve,approve,548,526,0,0,1,0,0,0,0,0,1,1,0,0,0,0,47.24,61.57,542,1,0.8022,0.3593,3251.72,175.48,0,1,near-prime
7963,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240914,approve,approve,584,471,0,0,0,0,0,0,0,0,1,2,0,0,0,0,47.33,50.1,552,1,0.7722,0.1824,4176.2,185.97,0,0,near-prime
7964,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240325,approve,approve,392,463,0,0,1,0,0,0,0,0,5,6,1,0,0,0,43.06,24.98,412,5,0.36,0.7853,3263.09,-93.71,1,0,watchlist
7965,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240114,approve,approve,465,420,0,0,0,0,0,0,0,0,5,1,0,0,1,0,50.65,56.47,452,5,0.7918,0.3551,4614.07,169.86,0,0,watchlist
7966,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240206,approve,approve,499,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0,56.76,37.69,499,1,0.8779,0.1684,2733.21,118.27,0,0,watchlist
7967,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240507,approve,approve,506,495,0,0,1,0,0,0,0,0,7,1,0,0,0,0,51.49,40.51,503,7,0.8878,0.1373,4423.66,199.69,0,1,watchlist
7968,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240425,approve,approve,970,832,0,0,0,0,0,0,0,0,2,2,0,0,0,0,60.45,41.54,931,2,0.7503,0.4735,4510.44,206.51,0,1,prime
7969,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240426,reject,reject,688,562,1,0,0,1,0,1,0,0,1,8,0,0,0,0,42.23,41.7,653,1,0.3947,0.3473,4293.29,0.0,0,1,standard
7970,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240314,approve,approve,356,500,0,0,0,0,0,0,0,0,1,3,0,0,0,0,42.04,75.71,396,1,0.9402,0.3377,5304.49,209.22,0,0,watchlist
7971,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241216,approve,approve,571,461,0,0,0,0,0,0,0,0,1,3,0,0,0,0,34.58,67.81,540,1,0.6519,0.33,4344.71,190.45,0,1,near-prime
7972,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240630,reject,reject,489,498,0,1,0,0,0,1,0,0,3,14,0,0,0,0,35.85,51.33,492,3,0.2653,0.4067,3058.92,0.0,0,0,watchlist
7973,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241024,approve,approve,734,527,0,0,0,0,0,0,0,0,1,6,1,0,0,0,60.19,45.92,676,1,0.8099,0.4846,3699.23,159.25,0,0,standard
7974,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240719,reject,reject,182,497,0,0,1,0,1,1,1,1,2,9,1,0,0,0,39.45,12.3,270,2,0.1996,0.4494,4695.57,0.0,1,0,watchlist
7975,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240211,approve,approve,651,592,0,0,0,0,0,0,0,0,2,4,0,0,0,0,51.08,48.93,634,2,0.736,0.4095,3582.7,125.36,0,0,standard
7976,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241208,approve,approve,511,556,0,0,0,0,0,0,0,0,2,3,1,0,0,1,61.44,32.65,524,2,0.8225,0.321,4119.63,181.91,0,0,watchlist
7977,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240307,approve,approve,559,397,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46.28,65.55,514,1,0.8936,0.2057,5428.31,295.15,0,0,watchlist
7978,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240305,approve,approve,552,502,0,0,0,0,0,0,0,0,1,2,0,0,0,0,53.23,54.59,538,1,0.9322,0.5611,4439.16,137.14,0,0,watchlist
7979,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240124,approve,approve,333,415,1,0,0,0,0,0,1,1,6,12,0,1,1,0,29.12,40.26,356,6,0.3064,0.8012,3292.73,-32.21,1,0,watchlist
7980,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240504,reject,reject,585,544,0,1,0,0,0,0,0,0,1,4,1,0,0,0,27.86,59.02,574,1,0.4293,0.2983,3649.7,0.0,0,0,near-prime
7981,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240701,approve,approve,764,519,0,0,0,1,0,0,0,0,3,4,1,0,0,0,35.74,20.95,695,3,0.1426,0.6808,4769.72,-52.5,1,0,standard
7982,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240903,approve,approve,370,435,0,0,0,0,0,0,0,1,5,4,0,1,0,0,33.75,24.22,388,5,0.2746,0.5578,4445.8,-86.26,1,1,watchlist
7983,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241224,approve,approve,652,535,0,0,0,0,0,0,0,0,1,5,0,0,0,0,27.02,83.69,619,1,0.9599,0.2814,4245.76,120.08,0,0,near-prime
7984,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240626,approve,approve,436,511,1,0,0,0,0,1,1,1,10,12,0,0,1,0,13.4,56.83,457,10,0.4962,0.4742,3862.03,37.4,1,0,watchlist
7985,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240306,approve,approve,705,565,0,0,0,0,0,0,0,0,1,6,0,0,0,0,47.67,41.22,666,1,0.6589,0.3867,5370.41,277.93,0,0,standard
7986,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240509,approve,approve,282,404,0,0,0,0,0,0,0,0,2,1,0,1,0,0,34.81,55.45,316,2,0.7084,0.1598,4123.52,193.22,0,0,watchlist
7987,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240921,approve,approve,422,464,0,0,0,1,0,1,0,0,4,22,1,0,0,0,36.79,27.05,434,4,0.3465,0.4818,4273.6,-114.67,1,1,watchlist
7988,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241124,approve,approve,502,455,0,0,0,0,0,0,0,0,3,5,0,0,0,0,67.85,32.96,489,3,0.8063,0.2194,5952.79,170.41,0,0,watchlist
7989,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240331,approve,approve,382,421,0,0,0,0,0,0,0,0,1,5,0,0,0,1,35.83,65.47,393,1,0.8102,0.1211,4970.03,272.34,0,0,watchlist
7990,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240212,approve,approve,398,506,0,0,0,0,0,0,0,0,1,4,0,0,0,0,41.01,49.59,428,1,0.9197,0.4482,5427.18,269.56,0,0,watchlist
7991,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240529,approve,approve,763,533,1,0,0,0,0,1,0,1,3,11,0,1,0,0,24.88,27.15,699,3,0.158,0.5276,3589.04,-64.18,1,1,standard
7992,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240401,approve,approve,822,713,0,0,0,0,0,0,0,0,1,3,0,0,0,0,71.81,25.32,791,1,0.8909,0.3346,2769.99,77.83,0,0,prime
7993,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241024,approve,approve,216,508,0,0,0,0,0,0,0,0,1,2,0,0,0,0,47.35,57.19,298,1,0.6449,0.2115,3153.43,111.6,0,0,watchlist
7994,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240201,approve,approve,604,626,0,0,0,0,0,0,0,0,1,2,0,0,0,0,68.99,26.61,610,1,0.8338,0.02,5100.35,210.94,0,0,near-prime
7995,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241007,approve,approve,673,624,0,0,0,0,1,0,0,0,1,3,0,0,0,0,44.08,48.31,659,1,0.7319,0.1416,4800.97,148.21,0,0,standard
7996,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240724,approve,approve,760,647,0,0,0,0,0,0,1,0,1,4,0,0,0,0,48.08,52.99,728,1,0.836,0.3295,4088.08,197.31,0,1,prime
7997,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240304,approve,approve,453,564,0,0,0,0,0,0,0,0,2,1,0,0,0,0,66.19,21.2,484,2,0.6011,0.2095,4848.01,218.86,0,0,watchlist
7998,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240627,approve,approve,438,429,0,0,0,0,0,1,0,0,3,3,0,1,1,0,37.67,28.4,435,3,0.3876,0.3901,4199.98,-124.76,1,0,watchlist
7999,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240912,reject,reject,424,442,0,0,0,0,0,0,0,0,8,1,1,0,0,0,51.43,33.17,429,8,0.6059,0.4959,3534.76,0.0,0,0,watchlist
8000,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240926,approve,approve,649,504,0,0,0,0,0,0,0,1,2,7,0,0,0,0,57.5,49.85,608,2,0.3925,0.315,5411.49,251.64,0,0,near-prime
8001,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240920,reject,reject,658,456,0,0,1,0,1,0,0,0,4,8,0,1,0,0,21.23,34.16,601,4,0.6573,0.7943,4008.56,0.0,1,0,near-prime
8002,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240803,approve,approve,414,510,0,0,0,0,0,0,0,0,1,2,0,0,0,0,53.5,49.67,441,1,0.8878,0.2134,4603.2,141.53,0,0,watchlist
8003,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241123,approve,approve,585,431,0,0,0,0,0,0,0,0,2,1,0,0,0,0,40.25,54.49,542,2,0.7255,0.1612,3754.96,172.95,0,0,near-prime
8004,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241017,approve,approve,482,446,0,1,0,1,1,0,0,0,2,13,0,0,1,0,23.14,34.41,472,2,0.2587,0.6809,4014.66,-87.44,1,1,watchlist
8005,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240905,approve,approve,712,516,0,0,0,0,0,0,0,0,1,1,0,0,0,0,42.37,52.43,657,1,0.5928,0.2766,5207.29,199.37,0,0,standard
8006,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241011,reject,reject,643,599,1,0,0,0,0,0,0,1,4,6,0,0,0,0,51.32,41.66,631,4,0.4052,0.2733,3317.28,0.0,0,0,standard
8007,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241020,approve,approve,807,586,1,1,0,0,0,0,0,0,1,1,0,0,0,0,50.06,58.54,745,1,0.6492,0.1455,6132.27,242.86,0,0,prime
8008,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240518,approve,approve,658,566,0,0,0,0,0,0,0,0,1,2,0,0,0,0,60.78,45.26,632,1,0.9497,0.4438,4339.14,227.18,0,1,standard
8009,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240629,reject,reject,397,617,1,0,0,0,0,1,0,0,3,10,0,0,0,0,43.42,35.5,459,3,0.509,0.4601,4096.57,0.0,0,0,watchlist
8010,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240321,reject,reject,666,552,0,0,0,0,0,1,1,0,2,2,0,0,1,0,28.2,60.79,634,2,0.513,0.301,3728.12,0.0,0,0,standard
8011,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240112,approve,approve,394,444,1,0,0,0,0,0,0,0,2,10,0,0,0,0,44.23,60.51,408,2,0.7439,0.2604,4385.76,210.71,0,0,watchlist
8012,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240428,reject,reject,452,531,0,1,0,0,1,0,0,0,1,4,0,0,0,0,25.86,45.48,474,1,0.6771,0.4991,2673.77,0.0,0,0,watchlist
8013,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240519,approve,approve,926,650,0,0,0,0,0,0,0,0,3,2,0,0,0,0,42.06,62.28,849,3,0.4224,0.3345,5972.07,293.65,0,0,prime
8014,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240106,reject,reject,640,639,0,0,1,0,0,0,0,0,5,1,0,0,0,0,36.59,38.05,640,5,0.5808,0.5671,3308.4,0.0,0,0,standard
8015,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240603,reject,reject,585,410,0,0,0,0,1,0,0,1,2,8,0,0,0,0,27.5,62.18,536,2,0.5283,0.4369,2778.39,0.0,0,0,watchlist
8016,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240102,approve,approve,494,559,0,0,0,0,0,0,0,0,1,3,0,0,1,0,60.5,34.57,512,1,0.8671,0.3379,5223.11,165.93,0,0,watchlist
8017,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241125,reject,reject,773,679,1,0,0,0,0,0,0,0,3,4,0,0,0,0,42.82,42.19,747,3,0.319,0.5427,3365.36,0.0,0,0,prime
8018,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240419,approve,approve,832,732,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19.72,92.55,804,1,0.5084,0.2221,5353.3,256.99,0,1,prime
8019,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241007,approve,approve,627,546,0,0,0,0,0,0,0,0,3,5,0,0,0,0,29.3,36.27,604,3,0.2539,0.8235,5377.91,-170.18,1,1,near-prime
8020,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240420,reject,reject,70,354,0,0,1,0,0,0,0,0,3,9,1,0,0,0,27.57,23.63,150,3,0.1737,0.8441,4293.97,0.0,1,0,watchlist
8021,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241203,approve,approve,695,749,0,0,0,0,0,0,0,0,1,3,0,0,0,0,55.93,44.95,710,1,0.8167,0.2531,4433.6,158.32,0,0,standard
8022,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240710,approve,approve,740,678,0,0,0,0,0,0,0,0,1,1,0,0,0,0,39.47,83.84,723,1,0.9283,0.1945,4079.82,198.47,0,0,prime
8023,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240507,approve,approve,736,661,0,0,0,0,0,0,0,0,1,6,0,0,0,0,50.61,52.41,715,1,0.8376,0.1936,3366.39,180.04,0,0,standard
8024,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240121,approve,approve,688,450,0,0,0,0,0,0,0,0,3,1,0,0,1,0,42.0,60.67,621,3,0.2756,0.2605,5100.28,207.02,0,0,standard
8025,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240203,approve,approve,722,631,0,0,0,0,0,0,0,0,4,3,0,0,0,0,32.34,65.42,697,4,0.9262,0.2671,4843.83,161.88,0,0,standard
8026,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240120,reject,reject,466,428,0,0,1,0,0,0,0,0,4,1,0,0,0,0,48.26,40.25,455,4,0.528,0.5014,2206.22,0.0,0,0,watchlist
8027,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240722,approve,approve,368,393,0,0,0,0,0,0,0,0,3,1,0,0,0,0,45.07,57.24,375,3,0.8062,0.1803,4212.59,160.09,0,0,watchlist
8028,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240313,approve,approve,628,620,0,1,0,0,1,0,0,0,2,1,0,0,0,0,55.43,49.59,626,2,0.799,0.3565,3795.81,143.65,0,0,standard
8029,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240329,reject,reject,764,649,1,0,0,0,0,0,0,1,1,5,0,0,0,0,49.57,38.38,732,1,0.4435,0.6429,2601.6,0.0,0,0,prime
8030,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241012,approve,approve,111,344,0,0,0,0,0,0,0,0,3,6,1,0,0,1,31.47,24.75,176,3,0.4534,0.7078,3007.75,23.04,1,0,watchlist
8031,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240628,approve,approve,383,542,0,0,0,0,0,0,0,0,3,2,0,0,0,0,55.28,56.83,428,3,0.9259,0.2411,5782.14,281.93,0,0,watchlist
8032,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240619,approve,approve,783,649,0,0,0,0,0,0,0,0,2,1,0,0,1,0,55.53,52.52,745,2,0.7376,0.2601,5357.05,198.74,0,0,prime
8033,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241107,approve,approve,634,649,0,0,0,0,0,1,0,0,1,1,0,0,1,0,37.05,87.36,638,1,0.6894,0.4556,4951.88,198.77,0,0,standard
8034,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240116,approve,approve,510,522,0,0,0,0,0,0,0,0,1,2,0,1,0,0,43.03,58.69,513,1,0.6194,0.1481,2830.78,138.13,0,0,watchlist
8035,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241130,approve,approve,526,483,0,0,0,0,1,0,0,0,1,5,0,0,0,0,48.66,53.92,514,1,0.6149,0.2902,4056.57,220.47,0,1,watchlist
8036,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240304,approve,approve,676,673,0,0,0,0,0,0,0,0,2,3,0,0,0,0,39.04,61.31,675,2,0.6786,0.1686,4634.52,165.5,0,0,standard
8037,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240506,reject,reject,279,396,0,0,0,0,0,1,0,0,1,4,0,1,0,1,35.54,12.62,312,1,0.4802,0.7752,3734.76,0.0,1,0,watchlist
8038,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241230,approve,approve,544,589,0,0,0,0,0,0,0,0,1,3,0,0,0,0,64.48,30.39,557,1,0.5959,0.2671,3586.9,145.92,0,0,near-prime
8039,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240604,approve,approve,611,518,0,0,0,0,0,0,0,0,1,5,0,0,0,0,55.36,51.26,585,1,0.861,0.1553,3763.61,115.39,0,0,near-prime
8040,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240409,approve,approve,756,446,0,0,0,0,0,0,0,0,1,2,0,0,0,0,57.25,48.02,669,1,0.4228,0.0545,3705.58,111.33,0,1,standard
8041,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240702,approve,approve,379,402,0,0,0,0,0,1,0,0,1,2,0,0,0,0,43.38,62.54,385,1,0.9049,0.4677,3973.82,218.33,0,0,watchlist
8042,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240704,approve,approve,457,619,0,0,0,0,0,0,0,0,1,2,0,0,0,0,59.04,50.34,502,1,0.9802,0.0909,5924.87,318.39,0,0,watchlist
8043,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240421,approve,approve,573,685,0,0,0,0,0,0,0,0,1,1,0,0,0,0,50.88,49.91,604,1,0.9181,0.2564,4467.48,202.48,0,0,near-prime
8044,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240414,approve,approve,850,652,0,0,0,0,1,0,0,0,3,3,0,0,0,0,53.01,45.37,795,3,0.4987,0.3562,4462.6,159.46,0,0,prime
8045,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241215,reject,reject,557,459,0,0,0,1,1,0,0,0,7,5,0,0,0,0,51.46,23.22,530,7,0.3556,0.3519,2102.79,0.0,0,0,watchlist
8046,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240507,reject,reject,624,547,0,0,0,0,0,0,0,0,5,2,0,1,0,0,37.3,54.68,602,5,0.1997,0.7452,3848.82,0.0,0,0,near-prime
8047,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241104,approve,approve,659,622,0,0,0,0,0,0,0,0,1,5,0,0,0,0,52.72,54.31,649,1,0.6294,0.383,3270.6,101.59,0,0,standard
8048,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240403,approve,approve,311,454,0,0,0,1,0,0,0,0,9,9,1,0,0,0,0.86,49.38,351,9,0.3642,0.2832,3930.07,-80.61,1,0,watchlist
8049,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241007,reject,reject,368,389,0,0,0,0,1,0,0,0,8,3,0,0,0,0,27.14,14.38,374,8,0.6567,0.8843,2498.92,0.0,1,0,watchlist
8050,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240614,approve,approve,450,511,0,0,0,0,0,0,0,0,5,7,1,0,0,0,62.75,29.81,467,5,0.8612,0.2117,2953.37,125.39,0,0,watchlist
8051,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241109,approve,approve,524,536,0,0,0,0,0,0,0,1,7,2,1,0,0,0,57.68,34.58,527,7,0.8642,0.1624,4272.87,133.22,0,0,watchlist
8052,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240125,approve,approve,261,499,0,0,0,0,0,1,0,0,2,18,0,0,0,0,0,49.78,328,2,0.2541,0.4428,2997.45,8.21,1,0,watchlist
8053,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240104,approve,approve,575,458,0,0,1,0,0,0,0,0,1,7,0,0,0,0,50.19,54.85,542,1,0.8756,0.2155,4119.85,167.31,0,0,near-prime
8054,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240326,approve,approve,812,836,0,0,0,0,0,0,0,0,2,1,0,0,0,1,41.47,65.61,819,2,0.9819,0.2737,4138.49,158.9,0,0,prime
8055,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240726,approve,approve,801,587,0,0,0,0,0,0,0,0,1,6,0,0,0,0,25.16,89.88,741,1,0.8872,0.3885,6672.04,213.64,0,0,prime
8056,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241001,approve,approve,482,401,0,0,0,1,0,0,0,0,1,2,0,0,0,0,60.49,44.2,459,1,0.9394,0.2689,2884.9,136.75,0,0,watchlist
8057,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241202,approve,approve,560,660,0,0,0,0,0,0,0,0,3,1,0,0,0,0,43.46,51.37,588,3,0.8137,0.2862,3424.11,134.54,0,0,near-prime
8058,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240327,approve,approve,491,552,0,0,0,0,0,0,0,0,5,2,0,0,0,0,73.07,17.69,508,5,0.7428,0.343,5582.83,194.24,0,0,watchlist
8059,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240523,approve,approve,599,651,0,0,0,0,0,0,1,0,2,2,0,0,0,0,69.89,20.15,614,2,0.9425,0.0522,3511.52,181.42,0,0,near-prime
8060,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241008,approve,approve,352,461,0,0,1,0,0,0,1,1,9,3,0,1,0,0,44.09,20.14,383,9,0.3508,0.5204,3603.83,-53.54,1,0,watchlist
8061,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240217,reject,reject,513,554,0,0,0,0,1,0,0,1,6,3,0,0,1,0,59.33,28.43,524,6,0.7302,0.7747,2569.85,0.0,0,0,watchlist
8062,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241004,approve,approve,709,569,0,0,0,0,0,0,0,0,1,1,0,0,0,0,56.33,56.32,670,1,0.4738,0.1648,3994.9,154.0,0,0,standard
8063,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240827,approve,approve,629,524,0,1,0,1,0,0,0,1,3,4,0,0,1,1,41.44,29.55,600,3,0.3097,0.6627,2672.73,-52.01,1,0,near-prime
8064,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240625,reject,reject,196,318,1,0,1,0,1,1,1,0,8,6,0,0,0,0,44.47,18.09,230,8,0.2769,0.6669,2593.18,0.0,1,0,watchlist
8065,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241026,approve,approve,368,425,0,0,0,0,0,1,0,0,4,2,0,0,0,1,25.14,50.99,384,4,0.4383,0.6151,3334.66,-105.76,1,1,watchlist
8066,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241116,reject,reject,387,663,0,0,0,0,0,1,0,0,4,7,0,0,1,1,30.13,39.61,464,4,0.4097,0.6752,3315.82,0.0,0,0,watchlist
8067,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240701,approve,approve,526,495,0,0,0,0,0,0,0,0,3,1,0,0,0,0,71.79,14.76,517,3,0.8291,0.2714,4592.93,229.95,0,0,watchlist
8068,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240913,approve,approve,813,449,0,0,0,0,0,1,0,1,6,22,0,0,0,0,22.71,41.52,711,6,0.4386,0.622,4307.18,-62.48,1,1,standard
8069,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240922,reject,reject,530,521,0,0,0,1,0,0,0,0,1,5,0,0,0,0,42.38,28.61,527,1,0.6696,0.6038,4145.67,0.0,0,0,watchlist
8070,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240829,approve,approve,625,600,0,0,0,0,0,0,0,0,1,1,0,0,0,1,55.44,27.27,618,1,0.9457,0.2751,2917.82,96.68,0,0,near-prime
8071,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240102,reject,reject,427,577,0,0,0,1,0,0,1,0,12,6,1,0,0,0,55.53,9.95,469,12,0.2311,0.6048,3819.24,0.0,1,0,watchlist
8072,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240706,approve,approve,305,418,0,1,0,0,1,0,0,1,2,6,1,0,0,0,31.0,33.97,337,2,0.4954,0.9039,3097.03,-52.25,1,0,watchlist
8073,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240907,approve,approve,291,474,0,0,0,1,0,0,0,0,4,1,0,1,0,0,38.88,19.3,342,4,0.5979,0.3418,3808.67,1.64,1,0,watchlist
8074,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240630,approve,approve,530,523,1,1,0,0,0,0,0,1,2,8,0,0,0,0,36.75,23.28,528,2,0.1959,0.6027,5471.51,-100.27,1,0,watchlist
8075,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241208,approve,approve,460,529,0,0,0,0,0,0,0,0,2,3,0,0,1,0,36.57,74.1,479,2,0.5345,0.1109,4130.12,193.93,0,0,watchlist
8076,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240612,approve,approve,453,506,0,0,0,0,1,1,0,0,6,7,0,0,0,0,0,48.65,468,6,0.4078,0.4769,4437.44,-107.89,1,1,watchlist
8077,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241108,approve,approve,365,525,0,0,0,0,0,1,0,0,1,4,0,0,0,0,45.2,50.66,410,1,0.4989,0.1646,4715.4,140.48,0,0,watchlist
8078,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240917,approve,approve,637,471,0,0,0,0,0,0,0,1,1,1,0,1,0,0,42.94,62.96,591,1,0.8435,0.1767,4885.69,179.98,0,0,near-prime
